transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T11563,U073,2023-01-09,Expense,Savings,6288.0,Bank Transfer,Mumbai,ATM withdrawal
T1481,U018,2022-07-06,Expense,Food,850.0,Bank Transfer,Mumbai,Gym membership
T5957,U092,2023-06-19,Expense,Savings,7713.0,UPI,Bangalore,Lunch
T0042,U146,2023-06-19,Expense,Entertainment,8190.0,UPI,,Monthly rent payment
T5018,U111,2024-10-26,Expense,Travel,6332.0,Cash,Hyd,Movie tickets
T10742,U109,2021-01-31,Expense,Utilities,4045.0,Cash,Hyderabad,Coffee
T3330,U077,2024-04-28,Expense,Utilities,,Bank Transfer,Lucknow,Medicine
T12422,U135,2024-11-30,Expense,Food,3586.0,Card,Hyderabad,
T1783,U022,2022-11-19,Expense,Utilities,302.0,Cash,Hyderabad,Restaurant dinner
T7736,U140,2023-05-02,Expense,Food,611.0,Bank Transfer,Mumbai,Grocery shopping
T3778,U100,,Expense,Entertainment,3832.0,Bank Transfer,Jaipur,Doctor consultation
T5274,U033,2024-11-06,Expense,Food,1669.0,UPI,Ahmedabad,Uber ride
T8394,U012,2022-04-14,Expense,Entertainment,8897.0,UPI,Jaipur,Restaurant dinner
T12628,U037,2021-09-20,Expense,Food,3610.0,UPI,Bangalore,Movie tickets
T8016,U105,2024-03-10,Expense,Food,2874.0,UPI,Pune,Train ticket
T7344,U069,2022-10-15,Expense,Travel,190.0,Cash,Bangalore,Lunch
T8047,U079,2022-01-04,Expense,Travel,2866.0,Card,,ATM withdrawal
T5419,U015,2024-08-25,Expense,Education,5782.0,Bank Transfer,Ahmedabad,Monthly rent payment
T9077,U110,2022-06-25,Expense,Food,2346.0,Bank Transfer,Ahmedabad,
T1360,U143,2022-03-13,Expense,Utilities,5280.0,Card,Lucknow,Books
T4068,U057,,Expense,Travel,5848.0,Card,Lucknow,
T13107,U117,2021-02-23,Income,Freelance,20615.0,UPI,Delhi,
T13852,U073,2024-10-13,Expense,Entertainment,6687.0,Cash,Hyderabad,Gym membership
T12676,U045,2022-06-22,Expense,Rent,,,Pune,Movie tickets
T0403,U109,2023-09-03,Expense,Utilities,8602.0,Bank Transfer,Ahmedabad,
T4443,U117,2024-07-25,Expense,Education,3905.0,Bank Transfer,Hyderabad,
T7941,U053,2024-10-31,Expense,Entertainment,9396.0,UPI,Jaipur,
T7428,U014,2024-01-17,Income,Salary,42684.0,UPI,Kolkata,Petrol
T0818,U096,2024-04-15,Expense,Utilities,1996.0,Cash,Mumbai,Books
T2323,U094,2022-09-10,Expense,Entertainment,8216.0,Bank Transfer,Hyderabad,
T13996,U067,2024-03-09,Expense,Food,2404.0,Bank Transfer,Lucknow,
T4205,U137,2021-09-17,Expense,Travel,4672.0,Cash,Ahmedabad,Electricity bill
T11147,U141,2021-07-13,Income,Investment,46843.0,Card,Jaipur,Doctor consultation
T11908,U013,2022-02-16,Expense,Travel,925.0,UPI,Mumbai,Lunch
T3867,U057,2024-05-03,Expense,Travel,3474.0,Cash,Kolkata,
T4012,U122,2024-10-16,Expense,Rent,5355.0,Bank Transfer,Jaipur,Medicine
T10228,U053,2024-12-01,Income,Others,48249.0,Bank Transfer,Hyderabad,Coffee
T2275,U141,2023-11-29,Expense,Utilities,159.0,Card,,Monthly rent payment
T13621,U112,2024-08-03,Expense,Rent,,Card,Hyd,ATM withdrawal
T8588,U110,2022-04-11,Expense,Food,3341.0,Card,Lucknow,Fixed deposit
T2474,U104,2024-02-05,Expense,Health,7360.0,UPI,Hyderabad,
T0154,U001,2021-01-26,Expense,Rent,679.0,Bank Transfer,Pune,
T9259,U068,2023-07-04,Expense,Food,126.0,Card,,EMI payment
T0169,U027,2021-10-16,Expense,Utilities,1553.0,UPI,,Internet bill
T6678,U053,2021-08-12,Expense,Utilities,7129.0,Card,Pune,
T8186,U042,2021-04-15,Expense,,5386.0,Bank Transfer,Chennai,Medicine
T13969,U018,2022-10-27,Expense,Others,1753.0,Card,Mumbai,
T0083,U140,2021-03-16,Expense,Food,2769.0,Bank Transfer,Pune,
T10641,U087,2023-08-20,Expense,Utilities,6469.0,Cash,Pun,Shopping
T10479,U133,2022-07-14,Expense,Food,3773.0,Card,Kolkata,Medicine
T10809,U029,2023-09-20,Income,Investment,39633.0,Cash,Chennai,
T5370,U148,2024-08-01,Expense,Utilities,3890.0,Card,Jaipur,Medicine
T13295,U045,2022-06-09,Expense,Utilities,8846.0,Cash,Ahmedabad,
T1815,U072,2021-02-17,Income,Others,43700.0,Bank Transfer,Kolkata,
T13530,U085,2024-09-07,Income,Others,48358.0,Card,Delhi,Monthly rent payment
T9954,U104,2021-03-27,Income,Investment,26154.0,Bank Transfer,Chennai,
T0459,U069,2023-03-27,Expense,Rent,,Bank Transfer,Kolkata,
T10330,U108,2022-03-08,Expense,Travel,5714.0,Bank Transfer,Jaipur,Books
T13470,U150,2024-03-31,Expense,Utilities,3308.0,,Hyderabad,
T8463,U070,2022-01-03,Expense,Entertainment,4744.0,Bank Transfer,Hyderabad,Monthly rent payment
T2205,U054,2022-03-31,Expense,Travel,-500.0,Card,,Monthly rent payment
T12942,U080,2023-09-27,Expense,Entertainment,0.0,Cash,Jaipur,Petrol
T0234,U010,2023-04-01,Expense,Entertainment,2971.0,UPI,,Petrol
T9350,U096,2023-09-17,Expense,Food,9956.0,Card,Chennai,
T7329,U061,2021-01-12,Income,Others,61329.0,UPI,Delhi,
T1290,U138,2021-10-13,Expense,Entertainment,6527.0,Cash,Ahmedabad,ATM withdrawal
T10483,U027,2021-10-28,Expense,Travel,8987.0,Bank Transfer,Chennai,
T10373,U091,2024-07-20,Expense,Travel,1090.0,Bank Transfer,Pune,
T11611,U092,2023-09-22,Expense,Rent,4930.0,UPI,Pune,Monthly rent payment
T2332,U007,2024-08-01,Income,Investment,79248.0,Bank Transfer,Delhi,Internet bill
T3251,U038,2021-08-13,Expense,Food,3906.0,Bank Transfer,Delhi,
T10762,U123,2022-08-06,Expense,Rent,24254.0,Cash,,Grocery shopping
T8254,U147,2023-01-31,Expense,Rent,39660.0,UPI,Chennai,Online course
T4478,U134,2024-05-02,Expense,Entertainment,2821.0,Cash,,Gym membership
T12753,U016,2022-05-11,Expense,Food,3634.0,Card,Hyderabad,Medicine
T1977,U077,2022-12-06,Expense,Savings,5991.0,UPI,Hyderabad,
T10826,U075,,Expense,Food,6616.0,Card,Delhi,Uber ride
T10052,U132,2024-02-22,Expense,Rent,-1000.0,Cash,Jaipur,
T10148,U066,2023-11-16,Income,Bonus,65768.0,Card,Bangalore,Books
T10194,U063,2023-10-18,Expense,Travel,7179.0,Bank Transfer,Lucknow,Internet bill
T2601,U001,2024-04-09,Expense,Rent,8336.0,,Bangalore,Online course
T3086,U006,2022-06-13,Expense,Education,3199.0,Card,Delhi,
T13190,U147,2022-12-28,Expense,Entertainment,,UPI,Lucknow,Gym membership
T5986,U128,2024-11-03,Income,Bonus,20102.0,Bank Transfer,Ahmedabad,
T7793,U130,2023-08-07,Expense,Entertainment,5749.0,UPI,Mumbai,
T0811,U148,2024-04-16,Expense,Travel,8478.0,Cash,Ahmedabad,Online course
T12020,U077,2021-04-24,Expense,Entertainment,5033.0,Bank Transfer,Kolkata,
T10369,U037,2021-03-10,Income,Salary,68977.0,Card,,
T8081,U100,2021-12-14,Expense,Utilities,6566.0,Bank Transfer,Mumbai,
T6262,U072,2024-01-25,Expense,Food,2737.0,Card,Chennai,Monthly rent payment
T12703,U059,2024-11-16,Expense,Health,8072.0,Bank Transfer,Bangalore,
T0633,U104,2021-01-26,Expense,Entertainment,,Bank Transfer,Kolkata,
T7106,U112,2024-07-26,Expense,,9251.0,UPI,Lucknow,Medicine
T0783,U051,2022-04-21,Expense,Food,2905.0,Bank Transfer,Ahmedabad,Grocery shopping
T4482,U021,2024-01-27,Income,Salary,293358.0,Card,Mumbai,
T3802,U016,2021-12-10,Expense,Utilities,7694.0,Card,Mumbai,Gym membership
T12232,U099,2023-12-14,Expense,Education,3701.0,UPI,Lucknow,ATM withdrawal
T10102,U014,2023-06-06,Expense,Rent,8956.0,UPI,Hyderabad,Books
T5090,U029,2022-12-11,Expense,Health,7499.0,Cash,Lucknow,
T1188,U131,2021-03-08,Expense,Health,1777.0,UPI,Jaipur,
T5517,U013,2022-05-19,Expense,Rent,4730.0,Card,Lucknow,
T4066,U143,2023-08-26,Expense,Utilities,5615.0,UPI,Lucknow,Movie tickets
T10212,U140,2021-01-29,Income,Salary,44992.0,UPI,Hyderabad,Shopping
T7527,U063,2023-12-22,Expense,Rent,47588.0,Card,Lucknow,Monthly rent payment
T9267,U046,2023-02-18,Income,Investment,59307.0,UPI,Hyd,
T9230,U150,2022-06-10,Expense,Travel,5127.0,UPI,Chennai,
T5424,U095,2024-08-13,Expense,Food,3102.0,Bank Transfer,Delhi,Fixed deposit
T10972,U098,2022-09-07,Income,Investment,75735.0,UPI,Bangalore,
T0100,U088,2024-10-16,Expense,Utilities,3250.0,UPI,Ahmedabad,
T2236,U085,2024-08-27,Expense,Food,941.0,Cash,Chennai,
T5953,U135,2024-12-22,Expense,Travel,1829.0,Cash,Kolkata,Doctor consultation
T5726,U097,2022-06-29,Income,Freelance,73380.0,Cash,Bangalore,ATM withdrawal
T6341,U139,2022-08-15,Expense,Travel,2306.0,Bank Transfer,Chennai,Electricity bill
T4534,U116,2024-02-20,Income,Freelance,48468.0,,Pune,
T9022,U098,2022-01-05,Expense,Food,4036.0,Bank Transfer,Hyderabad,
T10673,U150,2022-06-06,Income,Others,45760.0,Cash,Ahmedabad,
T8196,U064,2021-04-09,Expense,Rent,5312.0,Card,Delhi,
T0105,U140,2021-02-10,Expense,Health,7618.0,,Kolkata,Medicine
T5357,U149,2021-08-12,Expense,Rent,-500.0,Bank Transfer,Mumbai,
T4682,U077,2021-12-28,Expense,Food,3302.0,Card,Chennai,Grocery shopping
T9646,U104,,Expense,Others,6555.0,UPI,Lucknow,
T6220,U110,2024-12-14,Income,Bonus,20953.0,Cash,Jaipur,
T11045,U071,2021-02-03,Expense,Food,7505.0,Card,Delhi,Internet bill
T8251,U045,2021-02-20,Expense,Others,5549.0,,Ahmedabad,Online course
T5984,U116,2023-10-16,Income,Bonus,14365.0,Card,Ahmedabad,Online course
T5685,U134,2021-08-09,Expense,Entertainment,8517.0,Bank Transfer,Mumbai,
T0282,U032,2024-12-17,Expense,Entertainment,8483.0,Cash,Lucknow,Shopping
T9220,U126,2024-05-07,Expense,Utilities,646.0,Card,Jaipur,
T5520,U130,2022-06-08,Income,Bonus,65773.0,Card,Pune,Books
T4853,U058,2021-10-26,Income,Salary,69839.0,Card,Jaipur,
T0794,U058,2022-07-09,Income,Bonus,79565.0,Bank Transfer,Pun,Electricity bill
T8723,U148,2022-05-15,Expense,Food,3279.0,Cash,Hyderabad,
T13003,U015,2023-09-21,Expense,Utilities,6835.0,Bank Transfer,Pun,Doctor consultation
T7536,U133,2022-12-08,Expense,Food,6533.0,Cash,Hyd,
T9061,U004,2023-02-14,Expense,Utilities,3006.0,Card,Pune,Lunch
T10675,U112,2024-02-08,Income,Freelance,23898.0,Card,Ahmedabad,Doctor consultation
T4951,U003,,Expense,Food,2996.0,Cash,,Restaurant dinner
T8453,U009,2022-12-29,Income,Others,22632.0,Card,Delhi,Internet bill
T10089,U119,2024-06-21,Income,Investment,69406.0,Card,Lucknow,Electricity bill
T5808,U087,2023-07-21,Expense,Utilities,,UPI,,
T1127,U087,2021-11-22,Expense,Utilities,8733.0,Bank Transfer,Chennai,Train ticket
T5238,U049,2021-12-09,Expense,Rent,,Card,Hyd,Uber ride
T10423,U024,2024-10-17,Expense,Entertainment,8882.0,Bank Transfer,Pun,Grocery shopping
T9395,U060,2023-04-12,Expense,Utilities,6373.0,Bank Transfer,,
T2633,U057,2024-06-13,Expense,Food,3299.0,Bank Transfer,Delhi,EMI payment
T5381,U011,2021-04-01,Expense,Rent,4357.0,Card,Kolkata,Fixed deposit
T8010,U057,2024-02-26,Expense,Travel,2625.0,Cash,Lucknow,Uber ride
T12612,U149,2021-08-20,Expense,Rent,9638.0,Card,Pune,Train ticket
T1334,U110,2021-07-21,Expense,Entertainment,8991.0,Bank Transfer,Hyderabad,Monthly rent payment
T10575,U033,2023-11-24,Expense,Rent,7308.0,Card,Kolkata,Online course
T1772,U130,2022-01-17,Expense,Food,6135.0,Card,Delhi,
T1438,U017,2023-02-07,Expense,Rent,5126.0,Cash,Lucknow,Train ticket
T3647,U116,2023-12-17,Expense,Rent,592.0,UPI,,Coffee
T1342,U095,2024-10-21,Expense,Food,8176.0,UPI,Delhi,Lunch
T8418,U134,2023-09-20,Expense,Travel,,UPI,Ahmedabad,
T2369,U052,2023-12-18,Expense,Entertainment,5598.0,Cash,Kolkata,Shopping
T13293,U032,2022-01-22,Income,Salary,41288.0,UPI,Kolkata,Doctor consultation
T6858,U142,2024-07-15,Expense,Food,3233.0,UPI,Pune,
T13291,U094,2023-10-26,Expense,Savings,5715.0,Cash,Kolkata,Electricity bill
T10729,U150,2024-10-26,Income,Investment,42045.0,Bank Transfer,Mumbai,Online course
T8792,U115,2023-10-10,Expense,Rent,6214.0,Card,Kolkata,Electricity bill
T6035,U041,2024-07-08,Expense,Travel,7475.0,UPI,Pune,Shopping
T11576,U107,2023-04-15,Expense,Education,8679.0,Bank Transfer,Mumbai,Medicine
T6377,U066,2021-02-27,Expense,Rent,48454.0,Card,Delhi,Online course
T6016,U084,,Expense,Utilities,3471.0,UPI,Jaipur,
T9044,U030,2024-11-16,Expense,Entertainment,9721.0,UPI,Delhi,
T0942,U142,2021-07-08,Expense,Rent,2765.0,Cash,,
T7129,U088,2023-03-25,Expense,Travel,2905.0,Card,Pune,EMI payment
T2188,U041,2021-12-29,Expense,Rent,5699.0,UPI,Bangalore,
T2185,U012,2021-09-11,Expense,Food,2114.0,UPI,Pune,Restaurant dinner
T8413,U080,2024-11-17,Expense,Health,5312.0,UPI,Delhi,EMI payment
T4588,U027,2024-11-25,Expense,Utilities,194.0,Cash,Lucknow,Grocery shopping
T10193,U035,2021-04-17,Income,Others,21264.0,Bank Transfer,Kolkata,Online course
T1855,U074,2024-01-06,Expense,Rent,14410.0,Card,Jaipur,
T5754,U059,2021-01-03,Expense,Entertainment,316.0,Bank Transfer,Jaipur,
T10518,U088,2024-06-14,Expense,Food,,Bank Transfer,Lucknow,
T12277,U080,2023-02-17,Expense,Utilities,2317.0,Bank Transfer,Bangalore,
T12385,U138,2021-03-29,Expense,Rent,16454.0,Bank Transfer,Pune,Online course
T11067,U098,2024-07-24,Expense,Food,435.0,Card,Kolkata,Doctor consultation
T10369,U037,2021-03-10,Income,Salary,68977.0,Card,,
T3681,U052,2024-02-19,Expense,Others,1158.0,UPI,Pune,
T8530,U042,2023-09-18,Expense,Travel,6021.0,UPI,Lucknow,Petrol
T11903,U041,2021-06-10,Expense,Savings,999999.0,Bank Transfer,,Gym membership
T3018,U025,2022-06-03,Expense,Savings,9976.0,Bank Transfer,Hyderabad,Gym membership
T10136,U022,2023-12-18,Income,Salary,24773.0,Bank Transfer,Lucknow,Monthly rent payment
T8175,U068,2022-09-02,Expense,Food,2213.0,Cash,Bangalore,Doctor consultation
T8832,U039,2021-08-04,Expense,Others,4606.0,UPI,Bangalore,Electricity bill
T0451,U059,2022-11-10,Expense,Health,3744.0,Bank Transfer,,Doctor consultation
T8176,U097,2021-03-31,Expense,Utilities,4521.0,Bank Transfer,Hyd,
T5700,U097,2023-03-02,Income,Salary,47389.0,UPI,Mumbai,
T7659,U112,2022-07-29,Expense,Health,2352.0,,Jaipur,Grocery shopping
T1276,U083,2024-09-05,Expense,Entertainment,4736.0,Bank Transfer,Lucknow,Lunch
T9304,U087,2024-11-30,Expense,Rent,4116.0,UPI,Bangalore,
T0964,U109,2023-03-21,Income,Freelance,28542.0,Card,Ahmedabad,Monthly rent payment
T0426,U001,2024-11-20,Expense,Rent,,UPI,,Restaurant dinner
T3097,U109,2022-08-30,Expense,Travel,1666.0,Bank Transfer,Hyderabad,
T3707,U107,2021-02-20,Expense,Health,4343.0,Card,Bangalore,Train ticket
T10801,U138,2024-03-27,Expense,Food,,Card,Jaipur,Electricity bill
T9303,U113,,Expense,Travel,5108.0,Card,Mumbai,Train ticket
T2878,U007,2022-11-04,Expense,Education,,Bank Transfer,Hyderabad,Coffee
T5439,U114,2024-03-04,Expense,Food,4342.0,Card,Jaipur,
T9629,U103,2021-03-13,Expense,Travel,6201.0,Cash,Mumbai,Medicine
T0798,U116,2023-10-22,Expense,Travel,4659.0,Card,Jaipur,Coffee
T6900,U078,2024-10-19,Expense,Rent,28261.0,Bank Transfer,Jaipur,
T12083,U032,2023-09-13,Expense,Travel,8172.0,UPI,Lucknow,Doctor consultation
T1097,U004,2022-02-21,Expense,Food,3122.0,UPI,Bangalore,Electricity bill
T10653,U132,2021-08-10,Expense,Travel,1269.0,Bank Transfer,,Online course
T12982,U001,2023-04-06,Income,Salary,69892.0,Bank Transfer,,Grocery shopping
T5453,U085,2022-06-22,Expense,Travel,,UPI,Kolkata,Books
T2729,U006,2023-05-06,Expense,Travel,4290.0,UPI,Mumbai,Uber ride
T6871,U120,2021-04-30,Expense,Food,3485.0,Cash,Jaipur,Electricity bill
T0506,U058,,Expense,Others,6403.0,Bank Transfer,Chennai,Movie tickets
T11892,U125,2021-07-26,Expense,Education,391.0,Cash,Lucknow,Medicine
T11940,U093,2022-02-06,Expense,Entertainment,,Bank Transfer,,
T3538,U059,2021-02-14,Expense,Food,1564.0,UPI,Bangalore,ATM withdrawal
T1147,U052,2021-12-30,Expense,Entertainment,3740.0,,Jaipur,Shopping
T11439,U084,2024-03-21,Income,Bonus,17575.0,UPI,,Medicine
T4229,U016,2021-11-10,Expense,Travel,7527.0,UPI,Ahmedabad,Fixed deposit
T0812,U065,2024-09-30,Income,Bonus,79248.0,UPI,Mumbai,
T10288,U103,2021-10-21,Expense,Entertainment,6155.0,Bank Transfer,Ahmedabad,EMI payment
T9694,U020,2022-08-26,Expense,Travel,3605.0,Bank Transfer,Delhi,Coffee
T11645,U086,2022-03-07,Expense,Utilities,9791.0,Card,Bangalore,
T12077,U059,2023-12-01,Expense,Entertainment,5605.0,Card,Hyderabad,Fixed deposit
T2788,U088,2021-02-19,Expense,Travel,6362.0,Bank Transfer,Pun,Shopping
T10834,U066,2021-03-26,Expense,Food,6819.0,Card,Ahmedabad,Gym membership
T13842,U087,2023-05-04,Expense,Food,2829.0,Bank Transfer,Ahmedabad,Fixed deposit
T11513,U088,,Expense,Food,9242.0,Bank Transfer,Bangalore,Books
T12205,U071,2023-12-10,Expense,Education,445.0,Cash,,Online course
T10251,U078,2024-08-03,Expense,Utilities,8153.0,Cash,Lucknow,ATM withdrawal
T1737,U078,2024-04-03,Expense,Utilities,1401.0,Bank Transfer,Bangalore,Online course
T12371,U087,2022-12-11,Expense,Rent,8167.0,Bank Transfer,Pune,ATM withdrawal
T12251,U134,,Expense,Food,4503.0,UPI,Bangalore,
T9434,U135,2023-08-31,Expense,Rent,14941.0,Card,Jaipur,Uber ride
T2125,U136,2022-04-14,Expense,Rent,1300.0,Bank Transfer,Lucknow,
T3439,U027,2023-11-02,Expense,Food,272.0,UPI,Lucknow,Coffee
T12363,U001,2023-11-10,Expense,Food,4839.0,Cash,Mumbai,EMI payment
T10386,U032,2022-10-14,Expense,Rent,38710.0,Cash,Ahmedabad,Gym membership
T5382,U141,2023-01-30,Expense,Food,4500.0,Bank Transfer,Hyd,
T4997,U052,2024-06-01,Expense,Food,226.0,UPI,Kolkata,
T8994,U105,2024-07-07,Expense,Food,8129.0,Cash,Jaipur,
T5186,U008,2023-01-28,Expense,Utilities,9406.0,Card,Jaipur,Gym membership
T10095,U007,2023-02-10,Expense,Travel,,UPI,Pune,
T4120,U125,2023-04-25,Expense,Rent,4452.0,Card,Delhi,EMI payment
T3844,U003,2022-07-14,Expense,Entertainment,5784.0,Card,Pune,Fixed deposit
T3507,U019,2024-02-14,Expense,Rent,5576.0,Cash,Pun,
T0939,U125,2021-05-29,Expense,Food,685.0,,Bangalore,Monthly rent payment
T1160,U040,2022-10-24,Expense,Travel,7596.0,UPI,Lucknow,ATM withdrawal
T9836,U017,2023-05-14,Expense,Food,833.0,Cash,Chennai,Uber ride
T8969,U131,2024-05-26,Expense,Food,8831.0,Cash,Bangalore,Restaurant dinner
T7883,U091,2023-12-10,Income,Bonus,48899.0,UPI,,Medicine
T11916,U063,2022-10-27,Expense,Education,7364.0,Bank Transfer,Chennai,EMI payment
T7473,U126,2024-03-23,Expense,Rent,8260.0,Cash,Chennai,Fixed deposit
T13299,U098,2022-06-10,Expense,Rent,16911.0,Cash,Hyd,Uber ride
T6503,U077,2022-03-27,Expense,Food,5319.0,UPI,Lucknow,Fixed deposit
T5476,U086,2021-12-28,Expense,Rent,5982.0,UPI,Ahmedabad,
T2904,U046,2023-02-11,Income,Investment,55994.0,UPI,Mumbai,Doctor consultation
T4950,U117,2023-01-16,Expense,Entertainment,943.0,Bank Transfer,Ahmedabad,Online course
T10181,U071,2022-06-07,Expense,Health,991.0,UPI,Lucknow,Coffee
T6145,U079,2024-03-20,Expense,Food,2969.0,Bank Transfer,Lucknow,Coffee
T10687,U005,2023-07-18,Expense,Entertainment,4279.0,Card,Mumbai,Uber ride
T9838,U057,2023-09-18,Expense,Food,4921.0,Card,Kolkata,Monthly rent payment
T8068,U017,2022-06-15,Income,Bonus,61153.0,Card,Jaipur,Restaurant dinner
T13739,U119,2024-11-23,Expense,Food,4921.0,UPI,Hyderabad,Restaurant dinner
T13633,U143,2022-11-22,Expense,Others,3418.0,Bank Transfer,Jaipur,Books
T0274,U129,2021-05-07,Income,Salary,39567.0,Card,Jaipur,Gym membership
T5001,U148,2022-08-31,Income,Investment,74667.0,UPI,Delhi,
T6818,U091,2021-10-17,Expense,Health,2633.0,Bank Transfer,Bangalore,Books
T7076,U090,2021-12-22,Expense,Education,1934.0,UPI,Chennai,
T6385,U034,2023-09-24,Expense,Food,913.0,Card,Ahmedabad,Online course
T7237,U083,2023-02-21,Expense,Education,7566.0,UPI,Jaipur,Doctor consultation
T7482,U105,2023-12-02,Income,Others,24464.0,Card,Bangalore,Doctor consultation
T3441,U051,2023-04-20,Expense,Utilities,8410.0,Card,Mumbai,
T4692,U108,2022-06-10,Expense,Utilities,,Bank Transfer,,Online course
T13744,U100,2024-01-22,Expense,Rent,,Card,Lucknow,Grocery shopping
T8583,U122,2023-03-22,Expense,Travel,3183.0,UPI,Hyderabad,
T10167,U110,2021-08-17,Income,Others,74602.0,Card,,Gym membership
T0281,U037,2024-08-16,Expense,Savings,5399.0,Card,Hyderabad,Petrol
T8456,U088,2023-01-07,Income,Investment,36331.0,Card,Delhi,Internet bill
T3353,U105,2023-03-11,Expense,Entertainment,6762.0,Bank Transfer,Jaipur,
T8689,U071,2021-10-08,Expense,Rent,1783.0,,Pune,
T0082,U060,2022-11-29,Expense,Food,4578.0,Bank Transfer,Lucknow,
T13826,U130,2024-12-17,Expense,Health,2035.0,,Jaipur,Gym membership
T4603,U116,2023-05-23,Expense,Travel,2374.0,UPI,Hyderabad,Uber ride
T6692,U134,2022-01-24,Expense,Travel,8666.0,Bank Transfer,Jaipur,ATM withdrawal
T0863,U059,2024-01-16,Expense,Education,4881.0,Cash,Ahmedabad,
T2551,U016,2023-04-08,Expense,Rent,9609.0,Card,Lucknow,Restaurant dinner
T0805,U044,2024-11-03,Expense,Food,2175.0,Card,,Medicine
T10495,U079,2024-07-21,Expense,Rent,5855.0,UPI,Mumbai,Movie tickets
T10314,U073,2022-11-03,Income,Bonus,74511.0,Cash,Chennai,Restaurant dinner
T12314,U117,2021-07-04,Income,Others,29690.0,UPI,,Restaurant dinner
T2222,U110,2022-08-08,Expense,Entertainment,694.0,,Pun,
T4597,U032,2022-12-02,Expense,Rent,32595.0,UPI,Delhi,
T6022,U041,2021-11-01,Expense,Rent,5282.0,Card,Chennai,Shopping
T12219,U074,2022-01-14,Expense,Food,2622.0,UPI,Mumbai,
T9585,U021,2021-10-07,Income,Bonus,60194.0,Cash,Lucknow,
T9515,U075,2022-09-27,Expense,Food,6565.0,Card,,Internet bill
T6430,U046,2021-02-19,Income,Salary,12836.0,Card,Bangalore,Monthly rent payment
T5409,U010,2024-11-08,Expense,Education,463.0,UPI,Jaipur,
T5053,U040,2023-10-23,Expense,Food,5779.0,Cash,Ahmedabad,Monthly rent payment
T10762,U123,2022-08-06,Expense,Rent,24254.0,Cash,,Grocery shopping
T9081,U067,2024-04-30,Expense,Food,2451.0,Bank Transfer,Delhi,Electricity bill
T4731,U007,2024-12-17,Expense,Travel,1709.0,UPI,Hyd,
T13209,U001,2024-03-23,Expense,Travel,8514.0,Card,Bangalore,
T12381,U065,2024-01-22,Expense,Food,999999.0,UPI,Jaipur,Shopping
T11922,U099,2024-09-21,Expense,Travel,5916.0,,Pun,Medicine
T8232,U133,2024-07-04,Expense,Travel,8705.0,Bank Transfer,Chennai,Internet bill
T9063,U129,2023-06-25,Expense,Travel,,Cash,Lucknow,Books
T1745,U057,2021-01-07,Expense,Food,,Bank Transfer,,Fixed deposit
T12366,U059,2022-12-09,Expense,Food,57.0,Cash,Jaipur,
T0945,U072,,Expense,Travel,4389.0,Bank Transfer,Jaipur,
T11402,U032,2021-07-25,Expense,Entertainment,,Bank Transfer,Pune,
T11806,U146,2024-06-25,Expense,Entertainment,-1000.0,UPI,Kolkata,Coffee
T2547,U135,2023-05-22,Expense,Entertainment,2839.0,Bank Transfer,Mumbai,EMI payment
T4805,U003,2024-03-07,Expense,Food,291.0,Card,Lucknow,Lunch
T2692,U022,2022-10-26,Expense,Food,1162.0,Bank Transfer,Lucknow,
T7444,U006,2023-11-28,Expense,Utilities,8076.0,Card,Hyderabad,
T10263,U066,2022-10-03,Expense,Rent,5223.0,UPI,Chennai,
T6519,U088,2021-02-13,Expense,Travel,,UPI,Ahmedabad,Movie tickets
T8244,U128,2024-07-08,Expense,Food,3559.0,Cash,,
T10222,U121,2024-02-15,Income,Others,59288.0,UPI,Mumbai,
T6340,U128,2021-06-19,Income,Salary,57527.0,Card,Bangalore,
T4372,U055,2023-08-14,Expense,Rent,6907.0,,Jaipur,
T3347,U118,2022-08-30,Income,Bonus,38776.0,UPI,,
T12208,U094,2023-10-21,Expense,Entertainment,853.0,UPI,Mumbai,Restaurant dinner
T10037,U124,2021-05-27,Expense,Travel,5867.0,UPI,Jaipur,EMI payment
T13065,U086,2024-04-20,Expense,Entertainment,1125.0,Cash,Mumbai,Coffee
T10726,U066,2022-02-04,Income,Freelance,23590.0,Cash,Pune,
T11186,U145,2024-11-21,Expense,Utilities,491.0,Bank Transfer,Chennai,Lunch
T1993,U047,2024-07-10,Expense,Travel,9709.0,Bank Transfer,Delhi,Petrol
T10684,U094,2023-02-04,Expense,Utilities,7477.0,Bank Transfer,Ahmedabad,Gym membership
T0630,U097,2024-12-17,Income,Investment,52875.0,Bank Transfer,Delhi,
T7581,U145,2023-09-25,Income,Bonus,,Bank Transfer,Chennai,ATM withdrawal
T13545,U113,2024-01-11,Expense,Health,7603.0,Card,Hyderabad,Gym membership
T9246,U030,2022-09-26,Expense,Health,5387.0,Bank Transfer,Delhi,Electricity bill
T4261,U021,2024-07-11,Expense,Food,4414.0,,Kolkata,
T13267,U122,2023-04-22,Expense,Utilities,6115.0,Bank Transfer,,Gym membership
T5436,U022,2023-02-19,Expense,Food,6575.0,Card,Delhi,Medicine
T9192,U016,2021-04-08,Expense,Health,9520.0,Bank Transfer,Kolkata,
T6072,U076,2022-03-25,Expense,Food,2345.0,Bank Transfer,Chennai,Doctor consultation
T5395,U118,2023-05-22,Expense,Food,1341.0,Bank Transfer,Pune,
